,objid,ps_score,angDist,_RAJ2000,_DEJ2000,Filt1,Filt2,RAJ2000,DEJ2000,ABmag1,mag1,Errmag1,Field1,RA2deg,DE2deg,ABmag2,mag2,Errmag2,Field2,Sep,objID,RAJ2000.1,DEJ2000.1,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags
225,158430116396819548,0.6319583,0.092846,11.6397,42.0324,FUVCaF2,FUVBaF2,11.6397,42.0324,21.962,19.561,0.118,9,11.6396,42.0324,22.39,20.184,0.158,9,0.26,158430116396819548,11.63969185,42.03242507,0.04,0.023,0,436527104,52,55930.61090278,3,33,21.0363,0.0366,21.2104,0.0475,115000,21.1342,0.0319,21.1416,0.0624,115000,21.2448,0.0508,21.0777,0.1581,115000,,,,,0,,,,,0
226,158640115591944230,0.9730833,0.088494,11.5592,42.203,FUVCaF2,FUVBaF2,11.5592,42.203,20.517,18.116,0.066,9,11.5592,42.203,20.712,18.506,0.077,9,0.05,158640115591944230,11.55923099,42.20299121,0.017,0.011,0,436527104,52,55941.03591435,5,53,20.1693,0.0135,20.1814,0.0376,115000,20.4437,0.0304,20.4744,0.0746,16892216,20.7181,0.0169,20.8927,0.044,115000,20.8492,0.102,21.151,0.0773,115000,,,,,114720
233,158770118305626207,0.82547617,0.50194,11.8306,42.313,FUVCaF2,FUVBaF2,11.8306,42.313,21.621,19.22,0.101,9,11.8306,42.313,21.979,19.773,0.133,9,0.09,158770118305626207,11.83041219,42.31301233,0.308,0.161,90,436527104,52,56085.61836806,3,28,21.3464,0.0291,21.4811,0.0381,115000,21.6396,0.0398,21.7186,0.2292,115000,21.6725,0.1293,22.2869,0.1205,115000,,,,,16416,,,,,16416
236,158670115760708906,0.96458334,0.499391,11.5762,42.232,FUVCaF2,FUVBaF2,11.5762,42.232,22.746,20.345,0.175,9,11.5762,42.232,22.605,20.399,0.179,9,0.1,158670115760708906,11.57610797,42.23187917,0.05,0.013,0,436527104,52,55923.36126157,5,74,20.6511,0.0221,20.6143,0.0279,115000,19.9467,0.0119,19.9268,0.0195,115000,19.3784,0.0185,19.3133,0.0484,16892216,19.0521,0.0129,19.119,0.0253,16892216,18.8408,0.0261,18.961,0.0397,115000
238,158410111228812324,0.6866369,0.263185,11.123,42.0097,FUVCaF2,NUVB15,11.123,42.0097,22.903,20.502,0.213,10,11.1232,42.0098,22.532,20.815,0.216,10,0.58,158410111228812324,11.12297716,42.00962889,0.224,0.125,0,436527104,52,55873.9059838,8,12,21.6666,0.0635,21.5821,0.1325,115000,21.7603,0.0816,21.9927,0.0159,115000,,,,,16416,,,,,16416,,,,,16416
239,158530116849767175,0.81455356,0.119613,11.685,42.1138,FUVCaF2,FUVBaF2,11.685,42.1138,21.383,18.982,0.092,9,11.685,42.1138,21.749,19.543,0.119,9,0.31,158530116849767175,11.68502282,42.11377141,0.032,0.017,0,436527104,52,55930.49511574,10,38,20.863,0.0175,21.0428,0.0282,115000,21.1277,0.0329,21.3384,0.0615,115000,21.1655,0.0437,21.3093,0.0537,115000,21.5013,0.1747,,,115000,,,,,114720
242,158690112570717157,0.5382024,0.224532,11.257,42.2471,FUVCaF2,FUVSilica,11.257,42.2471,21.603,19.202,0.121,11,11.2571,42.2471,21.746,23.733,0.196,11,0.29,158690112570717157,11.25708342,42.24709124,0.045,0.026,0,436527104,52,55928.79547454,3,27,21.2769,0.0419,21.2721,0.0696,115000,21.7583,0.0452,21.9459,0.0545,115000,22.0663,0.01,22.1876,0.0131,115000,21.7446,0.1961,,,16696,,,,,16416
248,158570116676042883,0.8345119,0.177852,11.6676,42.1435,FUVCaF2,FUVBaF2,11.6676,42.1435,23.094,20.693,0.202,9,11.6675,42.1436,22.875,20.669,0.201,9,0.38,158570116676042883,11.66765144,42.1435314,0.04,0.022,0,436527104,52,55925.22358796,7,35,21.2865,0.0176,21.3295,0.096,115000,21.4039,0.042,21.4772,0.055,115000,21.4357,0.0529,21.3477,0.0838,115000,21.1139,0.1794,,,115000,,,,,16416
251,158500116665103367,0.907625,0.153169,11.6666,42.0856,FUVCaF2,FUVBaF2,11.6666,42.0856,20.514,18.113,0.066,9,11.6665,42.0856,20.592,18.386,0.074,9,0.14,158500116665103367,11.66654276,42.08559762,0.047,0.02,90,436527104,52,55952.57930556,10,40,20.2632,0.0216,20.3624,0.0349,115000,20.4659,0.012,20.6225,0.0504,115000,20.5559,0.0312,20.6051,0.0524,115000,20.4272,0.042,20.3317,0.0615,115000,,,,,114720
252,158490110474526653,0.6189167,0.469559,11.0472,42.0799,FUVCaF2,NUVB15,11.0472,42.0799,22.015,19.614,0.143,10,11.0473,42.08,21.855,20.138,0.151,10,0.4,158490110474526653,11.04723143,42.07977167,0.294,0.086,0,436527104,52,55959.29991898,2,10,21.8458,0.117,21.7746,0.2183,115000,22.1523,0.1781,,,115000,,,,,16416,,,,,16416,,,,,16416
253,158420115594049491,0.769,0.137394,11.5594,42.024,FUVCaF2,FUVBaF2,11.5594,42.024,21.779,19.378,0.11,9,11.5593,42.024,22.022,19.816,0.137,9,0.19,158420115594049491,11.55935227,42.02401412,0.078,0.038,0,436527232,52,55842.79493056,3,28,21.0357,0.0347,20.9661,0.0623,115000,21.1627,0.0556,20.9478,0.0608,115000,21.2214,0.0884,21.4279,0.1804,16440,20.8134,0.133,,,115000,,,,,16416
260,158510111313323022,0.54279166,0.131264,11.1313,42.0936,FUVCaF2,FUVSilica,11.1313,42.0936,21.716,19.315,0.125,11,11.1313,42.0936,21.597,23.584,0.173,11,0.11,158510111313323022,11.13132705,42.09363044,0.037,0.026,0,436527104,52,55884.48474537,6,30,21.0735,0.0248,21.2035,0.0855,115000,21.2829,0.0451,21.2826,0.0939,115000,21.3089,0.0355,21.2345,0.0675,115000,,,,,16416,,,,,16416
266,158790112064824854,0.98940474,0.0836,11.2065,42.3285,NUVN2,NUVB15,11.2065,42.3285,21.779,20.062,0.168,11,11.2064,42.3285,21.031,19.531,0.175,11,0.23,158790112064824854,11.20648724,42.32852122,0.005,0.002,90,436527104,52,56041.61571759,5,74,18.2823,0.0081,18.3726,0.007,115000,18.0238,0.0048,18.1118,0.005,115000,17.9424,0.0029,18.054,0.0063,115000,17.9485,0.0109,18.0772,0.024,115000,17.9077,0.0124,18.0428,0.0147,115000
267,158640115855067033,0.9630833,0.51585,11.5854,42.2053,FUVCaF2,FUVBaF2,11.5854,42.2053,20.78,18.379,0.075,9,11.5854,42.2053,21.004,18.798,0.09,9,0.13,158640115855067033,11.58559213,42.20531667,0.039,0.011,90,436527104,52,56068.32050926,5,71,19.5373,0.0199,19.4004,0.014,16892216,19.0971,0.0168,18.9231,0.0109,16892216,18.5654,0.0095,18.569,0.007,115000,18.2598,0.014,18.3074,0.0135,115000,18.1219,0.0142,18.1816,0.0295,115000
269,158650115009540658,0.8951667,0.291538,11.501,42.2084,FUVCaF2,FUVBaF2,11.501,42.2084,21.347,18.946,0.092,9,11.5009,42.2084,21.547,19.341,0.109,9,0.09,158650115009540658,11.50101252,42.20831955,0.024,0.015,0,436527104,52,55864.78293981,4,40,20.7049,0.0262,20.8331,0.0505,115000,20.875,0.0188,20.8242,0.0641,115000,21.0097,0.0445,20.7734,0.1661,115000,21.0836,0.1679,21.3205,0.3325,115000,,,,,16416
271,158640118074034119,0.52433956,0.13073,11.8075,42.2029,FUVCaF2,FUVBaF2,11.8075,42.2029,22.531,20.13,0.151,9,11.8073,42.203,22.753,20.547,0.187,9,0.46,158640118074034119,11.80747713,42.20286788,0.068,0.038,0,436527104,52,55849.13733796,3,19,21.5814,0.0545,21.6677,0.0946,115000,21.8349,0.1142,21.9414,0.2063,115000,21.8256,0.05,21.7506,0.2638,115000,21.5401,0.1706,,,16696,,,,,16416
275,158610113827193337,0.934625,0.469662,11.3826,42.1773,FUVCaF2,NUVB15,11.3826,42.1773,22.873,20.472,0.212,11,11.3827,42.1774,21.891,20.174,0.177,11,0.35,158610113827193337,11.38277172,42.17727126,0.014,0.012,90,436527104,52,56092.03131944,5,48,19.6868,0.0207,19.8288,0.0228,115000,19.8237,0.0156,19.9982,0.0241,115000,20.0175,0.01,20.3119,0.0409,115000,20.1971,0.031,20.346,0.0964,115000,20.0862,0.0839,20.1921,0.2371,115000
276,158550116084531313,0.60540473,0.11586,11.6084,42.1256,FUVCaF2,FUVBaF2,11.6084,42.1256,23.103,20.702,0.206,9,11.6084,42.1256,23.076,20.87,0.227,9,0.17,158550116084531313,11.6083975,42.12563213,0.116,0.036,0,436527104,52,55928.65048611,3,22,21.511,0.058,21.4074,0.1361,115000,21.7548,0.049,21.9016,0.1706,115000,21.9456,0.0043,22.3696,0.0766,115000,20.7256,0.18,20.7827,0.29,16688,,,,,16416
279,158650116697908231,0.82969046,0.154719,11.6698,42.2146,FUVCaF2,FUVBaF2,11.6698,42.2146,23.411,21.01,0.258,9,11.6697,42.2146,23.017,20.811,0.222,9,0.37,158650116697908231,11.66978697,42.21464188,0.009,0.003,90,436527104,52,56078.04490741,10,71,19.1046,0.0073,19.2195,0.0153,115000,19.1301,0.0095,19.2593,0.0178,115000,19.2271,0.0092,19.3834,0.0274,115000,19.2394,0.0402,19.3384,0.0365,115000,19.207,0.0328,19.2798,0.0557,115000
289,158610116128590653,0.8938274,0.228562,11.6129,42.1749,FUVCaF2,FUVBaF2,11.6129,42.1749,21.805,19.404,0.112,9,11.613,42.175,21.792,19.586,0.121,9,0.13,158610116128590653,11.61291429,42.1749626,0.023,0.014,0,436527104,52,56006.20753472,5,45,20.641,0.0252,20.7635,0.0585,115000,20.7318,0.0308,20.7449,0.0619,115000,20.9194,0.0235,21.0368,0.0631,115000,21.017,0.1733,21.2902,0.2137,115000,,,,,114720
297,158520112768565902,0.5930119,0.358613,11.2767,42.1044,FUVCaF2,FUVSilica,11.2767,42.1044,20.71,18.309,0.082,11,11.2768,42.1044,20.473,22.46,0.103,11,0.2,158520112768565902,11.27682313,42.10436028,0.06,0.015,90,436527104,52,56217.68777778,4,36,20.7517,0.0104,20.7801,0.0304,115000,20.9414,0.0289,21.097,0.0615,115000,21.0405,0.0417,21.2631,0.04,115000,21.4082,0.3248,,,115000,,,,,16416
303,158400110873154575,0.6574345,0.230049,11.0874,42.0033,FUVCaF2,FUVSilica,11.0874,42.0033,22.038,19.637,0.144,10,11.0874,42.0033,21.653,23.64,0.18,10,0.1,158400110873154575,11.08731407,42.00330246,0.076,0.033,0,436527104,52,55888.02524306,5,16,20.9753,0.0177,20.9901,0.0329,115000,20.9684,0.0487,20.8114,0.1105,16892216,,,,,114720,20.5433,0.1725,,,16696,,,,,16416
312,158700116609897068,0.67878574,0.201553,11.661,42.2553,FUVCaF2,FUVBaF2,11.661,42.2553,20.321,17.92,0.062,9,11.661,42.2553,20.498,18.292,0.072,9,0.07,158700116609897068,11.66100566,42.25535583,0.051,0.017,0,436527104,52,55918.38217593,4,37,20.0924,0.0178,20.0821,0.0396,115000,20.368,0.0207,20.3833,0.0605,115000,20.4836,0.0653,20.2994,0.0674,16892216,20.5849,0.0259,19.9101,0.1847,16892216,,,,,16416
314,158650115263758997,0.66036904,0.07263,11.5264,42.2153,FUVCaF2,FUVBaF2,11.5264,42.2153,19.734,17.333,0.051,9,11.5264,42.2153,19.895,17.689,0.058,9,0.06,158650115263758997,11.52642719,42.21530123,0.032,0.013,0,444915712,53,55976.50625,5,64,19.4456,0.0125,19.4702,0.0199,115000,19.7553,0.0086,19.6677,0.0123,16892216,19.9964,0.0137,19.6161,0.0406,16892216,20.1778,0.0423,19.9734,0.0783,16892216,,,,,114720
315,158630116737212191,0.7934286,0.153504,11.6737,42.193,FUVCaF2,FUVBaF2,11.6737,42.193,21.194,18.793,0.087,9,11.6737,42.193,21.185,18.979,0.096,9,0.05,158630116737212191,11.67372877,42.19296307,0.056,0.026,0,436527104,52,55956.04917824,6,21,20.634,0.0253,20.7414,0.0495,115000,20.9074,0.0289,20.8512,0.0491,115000,21.0991,0.07,21.1689,0.1035,115000,,,,,16416,,,,,16416
317,158510111171263041,0.7689822,0.148426,11.1171,42.0937,FUVCaF2,FUVSilica,11.1171,42.0937,21.356,18.955,0.107,11,11.1172,42.0937,21.083,23.07,0.136,11,0.18,158510111171263041,11.11713936,42.0936709,0.037,0.037,90,436281344,52,55615.49760417,6,3,20.8562,0.017,20.8705,0.0732,115000,,,,,114720,21.0694,0.0833,21.1938,0.1426,115000,,,,,16416,,,,,16416
323,158670116402337059,0.99625,0.181177,11.6402,42.2303,FUVCaF2,FUVBaF2,11.6402,42.2303,22.299,19.898,0.159,9,11.6402,42.2303,21.753,19.547,0.126,9,0.07,158670116402337059,11.6402421,42.23033951,0.009,0.003,90,436527104,52,56003.99395833,5,66,18.7778,0.0063,18.7747,0.0264,115000,18.8783,0.0038,18.9743,0.0132,115000,19.0413,0.0109,19.1426,0.0112,115000,19.0749,0.0189,19.1922,0.0269,115000,19.2617,0.034,19.4021,0.0813,115000
324,158780113538508532,0.9941667,0.244195,11.3538,42.3232,NUVN2,NUVB15,11.3538,42.3232,19.887,18.17,0.075,11,11.3538,42.3233,18.637,17.137,0.065,11,0.29,158780113538508532,11.35386903,42.32324468,0.005,0.003,0,503635968,60,56010.93928241,5,79,15.6398,0.0028,15.6994,0.0018,115000,15.3259,0.0041,15.3722,0.0028,115000,15.2118,0.0023,15.2606,0.0028,115000,15.2053,0.003,15.2668,0.0044,115000,15.1894,0.0049,15.2107,0.0048,115000
325,158610116143541214,0.5986488,0.319753,11.6145,42.1754,FUVCaF2,FUVBaF2,11.6145,42.1754,23.005,20.604,0.207,9,11.6144,42.1755,22.772,20.566,0.196,9,0.42,158610116143541214,11.61440503,42.17545418,0.062,0.032,0,436527104,52,55965.71021991,4,21,21.3711,0.064,21.489,0.1024,115000,21.5344,0.0586,21.3658,0.2462,115000,21.539,0.0561,21.5315,0.1215,115000,21.3309,0.1493,21.5826,0.2778,115000,,,,,16416
334,158690114382302042,1.0,0.220327,11.4383,42.2429,NUVN2,NUVB15,11.4383,42.2429,21.608,19.891,0.158,11,11.4382,42.2428,20.676,19.176,0.152,11,0.38,158690114382302042,11.43827341,42.24284205,0.012,0.011,0,436527104,52,56024.44638889,5,60,18.1857,0.0051,18.264,0.0098,115000,18.205,0.0041,18.2925,0.0077,115000,18.3026,0.0063,18.4271,0.0094,115000,18.2738,0.0115,18.4739,0.0126,115000,18.2865,0.0121,18.4198,0.0389,115000
343,158590117684988753,0.8155417,0.033081,11.7686,42.165,FUVCaF2,FUVBaF2,11.7686,42.165,22.297,19.896,0.144,9,11.7686,42.165,22.053,19.847,0.141,9,0.1,158590117684988753,11.76859074,42.16499389,0.014,0.011,0,436527104,52,56115.82960648,5,66,20.6431,0.0368,20.5276,0.0491,115000,20.742,0.0395,20.5648,0.0547,115000,20.5992,0.0262,20.5006,0.0336,115000,20.216,0.0423,20.1382,0.0801,115000,19.843,0.0408,19.995,0.1069,115000
347,158700112736619671,0.8434405,0.16296,11.2737,42.2576,FUVCaF2,FUVSilica,11.2737,42.2576,19.73,17.329,0.058,11,11.2737,42.2576,19.583,21.57,0.075,11,0.07,158700112736619671,11.27369895,42.25755474,0.014,0.008,0,436527104,52,55929.9312963,4,52,19.979,0.028,19.9501,0.0349,115000,20.3542,0.0112,20.2793,0.0296,16892216,20.6916,0.0218,20.5546,0.083,115000,20.7381,0.198,20.5397,0.0727,115000,,,,,16416
353,158600111846393154,0.98050594,0.185568,11.1846,42.1688,NUVN2,NUVB15,11.1846,42.1688,22.188,20.471,0.207,11,11.1846,42.1688,20.954,19.454,0.174,11,0.15,158600111846393154,11.18465092,42.16876489,0.002,0.002,90,503635968,60,56044.22386574,5,68,17.7779,0.0045,17.8484,0.0058,115000,17.4277,0.0041,17.4989,0.0039,115000,17.2983,0.0033,17.3803,0.0048,115000,17.2771,0.0019,17.3682,0.0079,115000,17.2424,0.0059,17.343,0.0149,115000
354,158630116338783371,0.8740714,0.190408,11.6339,42.1939,FUVCaF2,FUVBaF2,11.6339,42.1939,20.648,18.247,0.071,9,11.6339,42.1939,20.721,18.515,0.079,9,0.04,158630116338783371,11.63388246,42.19395127,0.02,0.012,90,436527104,52,56035.95358796,5,40,20.0811,0.0158,20.0361,0.03,115000,20.1618,0.095,20.1034,0.0626,16892216,20.5959,0.0274,20.5086,0.0553,115000,20.78,0.1251,20.9444,0.1427,115000,20.0812,0.2071,,,115000
355,158740119088779049,0.901375,0.221274,11.9088,42.2903,FUVCaF2,FUVBaF2,11.9088,42.2903,21.001,18.6,0.079,9,11.9088,42.2903,21.205,18.999,0.096,9,0.12,158740119088779049,11.90888221,42.29030892,0.02,0.013,0,436527104,52,55879.36703704,5,44,20.6376,0.0229,20.7816,0.0691,115000,20.8594,0.0257,21.0084,0.0572,115000,20.9739,0.0264,21.0196,0.0559,115000,21.1823,0.1254,21.3176,0.2128,115256,,,,,114720
361,158520111030925083,0.9776667,0.73851,11.1031,42.1039,FUVCaF2,FUVSilica,11.1031,42.1039,22.462,20.061,0.182,11,11.103,42.1037,21.336,23.323,0.152,11,0.78,158520111030925083,11.10308314,42.10369524,0.018,0.01,0,436527232,52,56023.41688657,5,70,20.0169,0.026,20.0587,0.0294,115000,19.7201,0.0125,19.7998,0.0197,115000,19.6052,0.0166,19.7211,0.0358,115000,19.4832,0.033,19.5094,0.0364,115000,19.3496,0.0437,19.229,0.0738,115000
367,158690114252190779,0.9967262,0.405777,11.4253,42.2419,NUVN2,NUVB15,11.4253,42.2419,22.219,20.502,0.21,11,11.4253,42.2418,19.798,18.298,0.102,11,0.51,158690114252190779,11.42526128,42.24179099,0.01,0.004,0,503635968,60,56032.08927083,5,62,16.0229,0.0071,16.065,0.0065,115000,15.5543,0.0015,15.5973,0.0022,115000,15.3865,0.0027,15.4234,0.0029,115000,15.3347,0.0025,15.3785,0.003,115000,15.2845,0.007,15.2987,0.0068,115000
369,158500112966247821,0.985875,0.174315,11.2966,42.0893,FUVCaF2,FUVSilica,11.2966,42.0893,20.241,17.84,0.068,11,11.2966,42.0893,20.112,22.099,0.09,11,0.09,158500112966247821,11.29664879,42.08933215,0.005,0.002,90,436527312,52,56014.8721412,5,65,18.4163,0.0123,18.486,0.0164,115000,18.3943,0.0091,18.491,0.0099,115000,18.4796,0.0331,18.5901,0.0304,115000,18.4936,0.0067,18.6324,0.0136,115000,18.4099,0.054,18.4535,0.1016,115000
375,158670112439690505,0.9668512,0.225105,11.2439,42.2249,FUVCaF2,FUVSilica,11.2439,42.2249,20.595,18.194,0.079,11,11.2439,42.225,20.364,22.351,0.102,11,0.19,158670112439690505,11.24398398,42.22490652,0.008,0.006,90,436527104,52,55958.6212963,5,60,19.4121,0.0118,19.4902,0.0168,115000,19.6544,0.0086,19.7505,0.0261,115000,19.9147,0.013,20.0574,0.0217,115000,20.0988,0.031,20.2719,0.0371,115000,20.077,0.1649,19.9566,0.2826,115000
382,158580114487837234,0.7388839,0.320222,11.4488,42.1554,FUVCaF2,NUVN2,11.4488,42.1554,22.68,20.279,0.161,9,11.4488,42.1555,21.287,19.787,0.204,11,0.31,158580114487837234,11.44890836,42.1554382,0.056,0.041,0,436527104,52,55872.07484954,4,20,21.6721,0.0848,21.844,0.2332,115000,21.7635,0.0964,21.77,0.1725,115000,21.7407,0.076,21.4448,0.2226,115000,,,,,114720,,,,,16416
401,158530113774239030,0.9452976,0.260907,11.3775,42.1154,FUVCaF2,FUVSilica,11.3775,42.1154,18.976,16.575,0.046,11,11.3775,42.1154,18.715,20.702,0.055,11,0.01,158530113774239030,11.37744023,42.11534267,0.036,0.008,90,436527104,52,55954.14273148,5,55,18.2362,0.0144,18.3142,0.0189,115000,18.3559,0.011,18.45,0.0232,115000,18.5522,0.0068,18.3993,0.0534,115000,18.6872,0.0463,18.6453,0.0156,115000,18.6813,0.0135,18.4308,0.0459,16892216
407,158600111192260180,0.96674407,0.209098,11.1193,42.1663,NUVN2,NUVB15,11.1193,42.1663,19.906,18.189,0.075,11,11.1192,42.1663,18.658,17.158,0.065,11,0.21,158600111192260180,11.11922347,42.16628751,0.002,0.002,90,503635968,60,56052.0919213,10,65,15.6446,0.0024,15.6929,0.0025,115000,15.3385,0.0023,15.3869,0.0012,115000,15.2445,0.0034,15.2906,0.001,115000,15.2378,0.0025,15.287,0.0018,115000,15.2058,0.0034,15.2325,0.0049,115000
408,158540109756720601,0.9922917,0.599834,10.9759,42.1165,NUVB15,FUVSilica,10.9759,42.1165,18.406,16.689,0.044,10,10.9758,42.1164,21.596,23.583,0.178,10,0.44,158540109756720601,10.97568091,42.11653675,0.007,0.003,0,503635968,60,55874.78511574,5,67,14.2394,0.004,14.2859,0.0008,115000,13.8234,0.0021,13.8657,0.0024,115000,13.6577,0.005,13.6989,0.0017,115000,13.6165,0.0027,13.6694,0.0077,115000,13.575,0.0014,13.585,0.003,115000
410,158400116359306815,0.88925594,0.287844,11.6359,42.0051,FUVCaF2,FUVBaF2,11.6359,42.0051,21.441,19.04,0.095,9,11.636,42.0052,21.637,19.431,0.116,9,0.17,158400116359306815,11.63596579,42.00516327,0.044,0.025,0,436527104,52,55907.12116898,6,27,20.9626,0.0429,21.1792,0.0657,115000,21.1831,0.0332,21.2953,0.0564,115000,21.3466,0.0528,21.4633,0.0696,115000,,,,,16416,,,,,16416
411,158610116758835644,0.6014226,0.079797,11.6758,42.1792,FUVCaF2,FUVBaF2,11.6758,42.1792,21.204,18.803,0.087,9,11.6758,42.1792,21.074,18.868,0.09,9,0.01,158610116758835644,11.67581111,42.17917942,0.192,0.035,90,436527104,52,56085.51549769,10,71,20.2628,0.0222,20.2912,0.0352,115000,20.2253,0.0203,20.0132,0.0346,16892216,20.0463,0.0278,19.9626,0.0275,115000,19.8152,0.0318,19.8444,0.042,115000,19.6875,0.0522,19.6503,0.098,115000
418,158670114251505323,0.77633333,0.065898,11.4252,42.2289,FUVCaF2,FUVSilica,11.4252,42.2289,18.506,16.105,0.042,11,11.4252,42.2289,18.345,20.332,0.05,11,0.02,158670114251505323,11.42521671,42.22888651,0.031,0.012,0,444915712,53,56120.80168981,5,65,18.7308,0.0152,18.6025,0.0068,16892216,19.0092,0.009,18.8248,0.0138,16892216,19.2977,0.0079,19.2222,0.0108,16892216,19.4912,0.0281,19.4568,0.0654,115000,19.5804,0.0231,19.4005,0.0829,115000
424,158630115943326789,0.5075,0.425955,11.5942,42.1968,FUVCaF2,FUVBaF2,11.5942,42.1968,22.788,20.387,0.179,9,11.5943,42.1968,22.977,20.771,0.218,9,0.36,158630115943326789,11.59435648,42.19677632,0.085,0.07,0,436527104,52,55771.58753472,3,15,21.8023,0.0256,22.0669,0.1421,115000,21.8714,0.0368,22.0762,0.1542,115000,22.0324,0.0069,,,115000,,,,,16416,,,,,16416
425,158480111512959595,0.8235,0.27788,11.1513,42.0741,NUVN2,FUVSilica,11.1513,42.0741,20.986,19.486,0.179,11,11.1513,42.0741,20.789,22.776,0.121,11,0.07,158480111512959595,11.1512547,42.07416948,0.03,0.022,0,436527104,52,55968.10747685,8,32,20.791,0.0401,21.0607,0.0612,115000,21.0659,0.0286,21.2913,0.1453,115000,21.0336,0.0374,21.013,0.0385,115000,20.7736,0.0762,20.9176,0.2005,115000,,,,,16416
429,158630115226174064,0.72719646,0.161351,11.5227,42.1945,FUVCaF2,FUVBaF2,11.5227,42.1945,22.565,20.164,0.154,9,11.5227,42.1946,22.925,20.719,0.205,9,0.44,158630115226174064,11.52265666,42.19453127,0.037,0.023,0,436527104,52,55870.68341435,4,32,21.3917,0.0294,21.5036,0.0695,115000,21.4095,0.0632,21.5579,0.1384,115000,21.3928,0.0481,21.4899,0.2305,115000,,,,,114720,,,,,16416
430,158650116437047803,0.95104164,0.052577,11.6437,42.2143,FUVCaF2,FUVBaF2,11.6437,42.2143,21.178,18.777,0.086,9,11.6437,42.2143,21.452,19.246,0.108,9,0.1,158650116437047803,11.64371757,42.21429337,0.011,0.008,0,436527104,52,56026.60001157,5,71,18.6123,0.0051,18.6975,0.0086,115000,18.6256,0.008,18.7051,0.0289,115000,18.7245,0.011,18.8618,0.0175,115000,18.7691,0.0104,18.915,0.0282,115000,18.8191,0.0197,18.9475,0.0447,115000
431,158560116333392690,0.701375,0.12408,11.6334,42.135,FUVCaF2,FUVBaF2,11.6334,42.135,22.246,19.845,0.14,9,11.6334,42.135,22.583,20.377,0.186,9,0.02,158560116333392690,11.63341485,42.13503266,0.042,0.02,0,436527104,52,56065.24268519,5,30,20.8936,0.0308,20.9517,0.061,115000,20.9846,0.0289,21.1805,0.0537,115000,21.132,0.0423,21.2531,0.0956,115000,21.1436,0.1816,20.9072,0.2989,115000,,,,,114720
433,158620114970927622,0.7134524,0.113342,11.4971,42.1892,FUVCaF2,FUVBaF2,11.4971,42.1892,19.843,17.442,0.053,9,11.4971,42.1892,20.253,18.047,0.066,9,0.04,158620114970927622,11.49712723,42.18917583,0.045,0.019,0,444915712,53,55928.68305556,5,47,19.636,0.0155,19.5352,0.0305,16892216,19.9042,0.0203,19.8097,0.0213,16892216,20.1237,0.0226,19.9409,0.0378,16892216,20.2888,0.0712,20.4696,0.2006,115000,20.1685,0.0916,,,115000
447,158510112741794834,0.6392083,0.167022,11.2741,42.0952,FUVCaF2,FUVSilica,11.2741,42.0952,21.413,19.012,0.112,11,11.2741,42.0952,21.14,23.127,0.141,11,0.15,158510112741794834,11.27416014,42.09518731,0.027,0.019,0,436527104,52,55919.21675926,3,35,20.8902,0.0173,20.8575,0.0391,115000,21.1852,0.0511,21.0451,0.0464,115000,21.3278,0.0314,21.241,0.0548,115000,,,,,16416,,,,,16416
453,158540112790621195,0.79048514,0.385048,11.279,42.1172,FUVCaF2,FUVSilica,11.279,42.1172,21.54,19.139,0.119,11,11.2791,42.1172,21.128,23.115,0.139,11,0.18,158540112790621195,11.27911944,42.11714008,0.055,0.028,0,436527104,52,55969.97760417,3,28,20.8967,0.0318,21.117,0.0297,115000,21.2601,0.0453,21.6608,0.0833,115000,21.6112,0.0374,21.8025,0.0662,115000,,,,,16416,,,,,16416
468,158530110776576045,0.975,0.136863,11.0776,42.1128,NUVN2,FUVSilica,11.0776,42.1128,17.416,15.916,0.045,11,11.0775,42.1128,22.231,24.218,0.24,11,0.29,158530110776576045,11.07763897,42.11282469,0.008,0.004,0,503635968,60,56002.67075231,5,70,14.2731,0.0034,14.3405,0.0033,115000,13.958,0.0034,14.0104,0.0022,115000,13.8498,0.0047,13.8999,0.004,115000,13.8427,0.0026,13.899,0.0036,115000,13.8103,0.0016,13.8455,0.0023,115000
471,158600116551087531,0.5749464,0.070284,11.6551,42.1724,FUVCaF2,FUVBaF2,11.6551,42.1724,21.918,19.517,0.117,9,11.655,42.1724,22.103,19.897,0.141,9,0.13,158600116551087531,11.65510097,42.17241951,0.044,0.021,0,436527104,52,55997.52266204,4,28,20.9243,0.0459,21.1134,0.0701,115000,20.9695,0.0646,21.0038,0.0892,115000,21.241,0.0268,21.1885,0.0952,115000,,,,,114720,,,,,16416
472,158490116228777551,0.88301784,0.220471,11.6228,42.0807,FUVCaF2,FUVBaF2,11.6228,42.0807,21.58,19.179,0.105,9,11.6229,42.0807,21.599,19.393,0.115,9,0.2,158490116228777551,11.62285511,42.08074558,0.025,0.017,0,436527104,52,55905.60570602,5,41,20.6728,0.0192,20.5072,0.0829,16892216,21.0007,0.0205,21.1877,0.0549,115000,21.1955,0.0747,21.4374,0.0831,115000,20.9453,0.1524,,,115000,,,,,114720
