objid,raStack,decStack,gPSFMag,gPSFMagErr,rPSFMag,rPSFMagErr,iPSFMag,iPSFMagErr,zPSFMag,zPSFMagErr,yPSFMag,yPSFMagErr,ps_score
121971328177996705,132.81773766,11.64693593,22.8166007995605,0.106578998267651,22.3738994598389,0.110315002501011,22.1033000946045,0.0847600027918816,21.7914009094238,0.10028699785471,22.1571998596191,0.348356008529663,0.0390297584235668
121971328385067011,132.83852468,11.64719327,23.9622001647949,0.331743985414505,22.7803993225098,0.144494995474815,22.2360000610352,0.0902710035443306,21.8854007720947,0.109113000333309,22.5328998565674,0.517746984958649,0.00249999994412065
121971328494717854,132.84946015,11.6478114,14.8690996170044,0.000532999983988702,14.3603000640869,0.000273999990895391,14.2388000488281,0.00031999999191612,14.2279996871948,0.000518999993801117,14.1805000305176,0.00087699998402968,0.997500002384186
121981327802535449,132.78025464,11.65420057,22.4085006713867,0.0700460001826286,21.0757007598877,0.0208250004798174,19.8948993682861,0.010746999643743,19.3878002166748,0.012877999804914,19.2220993041992,0.0287500005215406,0.967160701751709
121981327828917625,132.78287067,11.65596957,23.2026996612549,0.144522994756699,22.4624004364014,0.0773710012435913,21.9580993652344,0.068512000143528,21.6119003295898,0.0866599977016449,21.3701992034912,0.175454005599022,0.0791131034493446
121981327861864976,132.78613656,11.65373583,23.4712009429932,0.182460993528366,22.9820995330811,0.119023002684116,22.5070991516113,0.113012999296188,21.8120994567871,0.104555003345013,21.8619995117188,0.299107998609543,0.213880956172943
121981327949838083,132.794942,11.65630399,22.9925994873047,0.135473996400833,21.433500289917,0.0361649990081787,20.5671997070313,0.0212360005825758,20.2901992797852,0.0335419997572899,19.9619998931885,0.0744599997997284,0.000833329977467656
121981328054472261,132.80545607,11.65151228,20.5328998565674,0.0165470000356436,20.011999130249,0.0129180001094937,19.6550006866455,0.00987599976360798,19.5984992980957,0.0154010001569986,19.5312995910645,0.0328949987888336,0.973104178905487
121981328218108430,132.82180613,11.65661525,21.3080005645752,0.0356700010597706,20.0955009460449,0.0214220006018877,18.9608001708984,0.00639599980786443,18.4705009460449,0.00657200021669269,18.1436996459961,0.0107279997318983,0.987833321094513
121981328255959301,132.82547681,11.65738493,21.0491008758545,0.0251380000263453,20.5606994628906,0.0265849996358156,20.3733005523682,0.0198470000177622,20.2007007598877,0.0252260006964207,20.0165004730225,0.0515079982578754,0.00374999991618097
121981328277113751,132.8277288,11.6526676,21.9419994354248,0.059629999101162,20.6828002929688,0.0158789996057749,19.3339004516602,0.00749900005757809,18.809700012207,0.00751799996942282,18.4563007354736,0.0135500002652407,0.969270825386047
121981328281945196,132.82823898,11.65409695,21.1366996765137,0.0273310001939535,19.8768005371094,0.00861900020390749,18.6781005859375,0.00458199996501207,18.1853008270264,0.00473800022155046,17.9022998809814,0.00875900033861399,0.987124979496002
121981328372260676,132.83736787,11.65012113,23.054500579834,0.137339994311333,21.6753997802734,0.0339669995009899,21.4722995758057,0.0401660017669201,21.4151992797852,0.0680230036377907,21.0345993041992,0.127268999814987,0.00145832996349782
121981328400193120,132.83989507,11.65236613,13.9081001281738,0.000345999986166134,13.7019996643066,0.000288999988697469,13.9048004150391,0.000425000005634502,13.4119997024536,0.000349999987520278,13.4434995651245,0.000584000023081899,1
